camn,frame,timestamp,cam_received_timestamp,device_timestamp,block_id,x,y,area,slope,eccentricity,frame_pt_idx,cur_val,mean_val,sumsqf_val
7,8634,NaN,1746558295.7306926,782768426130,8842,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
5,8634,NaN,1746558295.7326376,789247591857,8839,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
6,8634,NaN,1746558295.7374084,769051219500,8850,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
4,8634,NaN,1746558295.7381217,773297785548,8845,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
7,8635,NaN,1746558295.7406547,782778426417,8843,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
5,8635,NaN,1746558295.74273,789257592144,8840,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
6,8635,NaN,1746558295.7473884,769061219787,8851,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
4,8635,NaN,1746558295.7480578,773307785835,8846,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
7,8636,NaN,1746558295.7506502,782788426704,8844,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
5,8636,NaN,1746558295.7525666,789267592431,8841,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
6,8636,NaN,1746558295.7573805,769071220101,8852,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
4,8636,NaN,1746558295.7581284,773317786149,8847,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
7,8637,NaN,1746558295.760679,782798427018,8845,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
5,8637,NaN,1746558295.762702,789277592718,8842,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
6,8637,NaN,1746558295.7674112,769081220388,8853,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
4,8637,NaN,1746558295.7680879,773327786436,8848,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
7,8638,NaN,1746558295.7706647,782808427305,8846,127.24313,615.2788,56022.0,0.03974287,10.963066,0,0,37.596138,1637.6423
5,8638,NaN,1746558295.7726262,789287593032,8843,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
6,8638,NaN,1746558295.7773292,769091220675,8854,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
4,8638,NaN,1746558295.7781706,773337786750,8849,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
7,8639,NaN,1746558295.7807024,782818427592,8847,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
5,8639,NaN,1746558295.7827218,789297593319,8844,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
6,8639,NaN,1746558295.787402,769101220962,8855,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
4,8639,NaN,1746558295.7882028,773347787037,8850,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
7,8640,NaN,1746558295.7906826,782828427879,8848,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
5,8640,NaN,1746558295.7925832,789307593633,8845,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
6,8640,NaN,1746558295.797395,769111221249,8856,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
4,8640,NaN,1746558295.7981079,773357787324,8851,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
7,8641,NaN,1746558295.8007402,782838428193,8849,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
5,8641,NaN,1746558295.8025503,789317593920,8846,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
6,8641,NaN,1746558295.8073897,769121221563,8857,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
4,8641,NaN,1746558295.808168,773367787611,8852,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
